city_development_index,experience,enrolled_university,relevent_experience,education_level,company_type,major_discipline,target,target_label
0.92,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.556,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.754,4.0,Full time course,Has relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.92,5.0,No enrollment,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,19.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,7.0,Full time course,No relevent experience,Other,Pvt Ltd,Non Degree,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.887,7.0,Full time course,Has relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.727,12.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,14.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,17.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,21.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.762,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.764,19.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.767,5.0,Full time course,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.949,14.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.91,15.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.949,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,2.0,No enrollment,Has relevent experience,Masters,Funded Startup,STEM,0.0,Não procurando emprego
0.754,4.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,4.0,No enrollment,No relevent experience,Graduate,Other,Other,0.0,Não procurando emprego
0.91,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.5579999999999999,1.0,Part time course,No relevent experience,Graduate,Other,Other,1.0,Procurando novo emprego
0.92,3.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.682,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.923,4.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.903,21.0,Other,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,14.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.899,21.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.926,9.0,No enrollment,No relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.843,13.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.55,5.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.804,6.0,No enrollment,No relevent experience,Graduate,Other,No Major,1.0,Procurando novo emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,3.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.92,13.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.8959999999999999,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.924,6.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.848,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,10.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,19.0,Full time course,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.899,7.0,Part time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.924,21.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.579,5.0,No enrollment,Has relevent experience,Other,Other,Non Degree,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.754,6.0,Part time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,2.0,Part time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.884,12.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,0.0,Não procurando emprego
0.794,14.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.91,19.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.527,2.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,14.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,No Major,0.0,Não procurando emprego
0.926,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,10.0,No enrollment,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.698,6.0,No enrollment,No relevent experience,High School,NGO,Non Degree,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,Other,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,2.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.55,4.0,Full time course,Has relevent experience,Masters,NGO,STEM,1.0,Procurando novo emprego
0.855,11.0,No enrollment,Has relevent experience,High School,Funded Startup,Non Degree,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.893,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.579,16.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,18.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.624,3.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.884,11.0,Part time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.698,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.939,15.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.5579999999999999,6.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.926,3.0,Part time course,No relevent experience,High School,Early Stage Startup,Non Degree,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,15.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.913,11.0,No enrollment,Has relevent experience,Masters,Early Stage Startup,STEM,0.0,Não procurando emprego
0.887,10.0,No enrollment,Has relevent experience,Phd,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,5.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.855,1.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,1.0,Procurando novo emprego
0.836,11.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,14.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.579,6.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,4.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,12.0,Part time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,15.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.878,10.0,No enrollment,No relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.743,3.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,1.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.836,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.624,1.0,Full time course,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.5579999999999999,1.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,3.0,No enrollment,Has relevent experience,Graduate,Funded Startup,STEM,1.0,Procurando novo emprego
0.624,5.0,No enrollment,Has relevent experience,Masters,Other,STEM,0.0,Não procurando emprego
0.725,7.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,10.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.74,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.7390000000000001,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,8.0,Full time course,Has relevent experience,Masters,Early Stage Startup,STEM,1.0,Procurando novo emprego
0.624,4.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,1.0,No enrollment,No relevent experience,Primary School,Other,Non Degree,0.0,Não procurando emprego
0.913,14.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.926,5.0,Full time course,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,1.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.91,3.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.794,1.0,Full time course,Has relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.624,8.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,1.0,Procurando novo emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.848,6.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.55,1.0,Part time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,14.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,21.0,No enrollment,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.92,1.0,Part time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.897,2.0,No enrollment,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.624,3.0,Full time course,No relevent experience,Graduate,Other,STEM,1.0,Procurando novo emprego
0.899,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.926,18.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.897,21.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,2.0,Full time course,No relevent experience,Graduate,Other,Arts,0.0,Não procurando emprego
0.926,11.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.624,8.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.866,6.0,Full time course,Has relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.743,11.0,No enrollment,Has relevent experience,Masters,Other,STEM,1.0,Procurando novo emprego
0.794,5.0,Full time course,Has relevent experience,High School,Pvt Ltd,Non Degree,0.0,Não procurando emprego
0.899,18.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.7759999999999999,6.0,No enrollment,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,5.0,Full time course,Has relevent experience,High School,Other,Non Degree,1.0,Procurando novo emprego
0.624,4.0,Full time course,Has relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.921,13.0,No enrollment,Has relevent experience,Graduate,Funded Startup,Humanities,0.0,Não procurando emprego
0.92,6.0,No enrollment,No relevent experience,High School,Other,Non Degree,0.0,Não procurando emprego
0.92,10.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.897,2.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.649,1.0,Part time course,Has relevent experience,Graduate,Early Stage Startup,STEM,0.0,Não procurando emprego
0.939,4.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.91,9.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.624,4.0,No enrollment,No relevent experience,Graduate,Pvt Ltd,STEM,1.0,Procurando novo emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Other,1.0,Procurando novo emprego
0.92,7.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Business Degree,0.0,Não procurando emprego
0.887,16.0,No enrollment,Has relevent experience,Graduate,Other,No Major,0.0,Não procurando emprego
0.939,21.0,No enrollment,Has relevent experience,Graduate,Pvt Ltd,Humanities,0.0,Não procurando emprego
0.92,5.0,No enrollment,No relevent experience,Other,Other,Non Degree,0.0,Não procurando emprego
0.92,1.0,No enrollment,No relevent experience,Graduate,Public Sector,Humanities,1.0,Procurando novo emprego
0.624,1.0,Full time course,Has relevent experience,Graduate,Pvt Ltd,STEM,0.0,Não procurando emprego
0.698,21.0,No enrollment,No relevent experience,Masters,Pvt Ltd,STEM,0.0,Não procurando emprego
0.92,10.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.624,1.0,Full time course,No relevent experience,Graduate,Other,STEM,0.0,Não procurando emprego
0.913,19.0,No enrollment,Has relevent experience,Graduate,Public Sector,STEM,0.0,Não procurando emprego
